movieid,user_name,rating,timestamp
2352,Lori Hernandez,3,1314911815
2352,Marissa Choi,3,1094585601
2352,Martha Dixon,4,960057103
2352,Melanie Williams,3,1190265500
2352,Mikayla Morgan,3,939398768
2352,Sara Stewart,4,940709088
2352,Stephen Harris,4,939036840
2352,Sue Mason,3.5,1111103670
2352,Susan Campbell,3,980175377
2352,Susan Simmons,3,1359306774
2352,Victor Brown,5,938566437
2352,Vincent Glass,4,1012595941
39231,Aaron Jackson,3.5,1228113713
39231,Julia Compton,4,1148673719
2102,Andrea Wilson,5,965230121
2102,James Smith,5,975748262
2102,Jessica Sherman,5,949949396
2102,John Herrera,4,970518127
2102,Julie Nunez,3,1048537542
2102,Kevin Salazar,5,955088700
2102,Mr. Douglas Aguirre,3,948576871
3713,Aaron Castro,5,960818373
3713,Darlene Garcia,2,986694400
3713,Larry Boyd,4,976419799
3713,Robert Brooks,4,974713739
102378,Karen Avila,1.5,1412426313
2523,Aaron Castro,3,945295466
2523,Karen Avila,2,1019133272
2523,Robert Brooks,3,974843416
89356,Kenneth Snyder MD,3.5,1437006462
51277,Angela Robertson,4.5,1337593162
51277,Jennifer Berry,4.5,1245159139
71464,Angela Garcia,2,1257735545
71464,Daniel Michael,3,1455531694
71464,Darlene Garcia,3.5,1294934409
71464,Diana Robles,2.5,1391353280
71464,Elizabeth Anderson,4.5,1283419604
71464,Gary Turner,4,1353701313
71464,Karen Avila,3,1313949654
71464,Kayla Simpson,4.5,1266941356
71464,Rita Owens,4,1296198265
71464,Sierra Chandler,4,1408779807
71464,Teresa Graham,2.5,1471383776
71464,Theodore Barnett,2,1353345007
71464,Thomas Swanson,2.5,1283791912
202,Crystal Lane,4,957895469
202,Misty Williams,3,855193054
202,Monica Branch,4,855057017
202,Robert Brooks,1,974843463
2064,Aaron Castro,4,945113775
2064,Andrea Wilson,5,965230777
2064,Angela Garcia,4.5,1338698431
2064,Benjamin Wall,5,940364087
2064,Cody Johnson,5,957480090
2064,Courtney Salinas,5,973746961
2064,Crystal Lane,4,956600232
2064,Crystal Spencer,5,978936573
2064,Cynthia Owens,5,1032679359
2064,Daniel Armstrong,5,979516433
2064,Darlene Garcia,5,974779641
2064,David Weaver DVM,4,978469014
2064,Elizabeth Franklin,5,947293332
2064,Felicia Green,4,939361984
2064,George James,5,951009676
2064,James Smith,4,976288437
2064,Jennifer Berry,4,1217951579
2064,Jessica Sherman,5,949918648
2064,John Herrera,5,939049553
2064,Kelly Long,4.5,1072837306
2064,Kevin Salazar,5,955089998
2064,Larry Boyd,4,989111783
2064,Leslie Benson,4,1352654970
2064,Leslie Brady,4,975363105
2064,Matthew Levy,3,1138479420
2064,Melissa Davis,5,1048092243
2064,Michelle Taylor,4,1063502750
2064,Miguel Marshall,4,1142089063
2064,Patricia Matthews,5,945150395
2064,Peter Oconnor,4,933033045
2064,Rachel Williams,5,1068822263
2064,Rita Owens,3.5,1296197344
2064,Robert Brooks,4,974832715
2064,Sara Stewart,5,940708603
2064,Stephen Harris,4,939036623
2064,Sue Mason,4,1112317870
2064,Suzanne Avila,4,1111579487
2064,Teresa Graham,3,1471387235
2064,Terry Mullins,4,1008571901
2064,Thomas Swanson,4,949373968
2064,Tiffany Montoya,5,938947985
2064,Tina Walton,4,984560555
116397,Angela Robertson,3.5,1418462066
116397,Emily Willis,4,1470073336
722,James Smith,4,977724634
722,Robert Brooks,4,974710704
1552,Aaron Castro,4,945278003
1552,Adam Martin,3,1097769543
1552,Amber Pennington,3.5,1215831847
1552,Amy Fischer,3.5,1163286102
1552,Angela Garcia,1.5,1134521507
1552,Angela Robertson,2.5,1255597293
1552,Anita Matthews,2.5,1291781119
1552,Anthony Cook,4,945368494
1552,Benjamin Ward,3.5,1113907463
1552,Billy Johnson,3,913048764
1552,Brooke Wagner MD,3.5,1172695608
1552,Charles Adams,2.5,1107785112
1552,Clinton Spencer,3,1085581486
1552,Crystal Hunt,3,942670055
1552,David Farmer,3.5,1118247808
1552,Diana Bentley,4.5,1462634535
1552,Diana Weaver,4,881167085
1552,Donna Ayala,3,1154542755
1552,Guy Davis,1,1201389454
1552,Heather Miller,1,1039390171
1552,Heather Scott,4,1153158246
1552,James Smith,2,975418810
1552,Jerry Robinson,2.5,1111482228
1552,Jesse Bradley,4,1145392307
1552,Jessica Leblanc,5,1049682623
1552,John Henderson,3,1154389408
1552,Johnny Malone,4,875517306
1552,Jonathan Obrien,4,1344470497
1552,Joseph Hartman DDS,4,956565620
1552,Joseph Robinson,4,876821250
1552,Julia Compton,3,1148669048
1552,Julie Nunez,4,1055278950
1552,Karen Avila,0.5,1075117988
1552,Kendra Hoover,2,1117402521
1552,Kevin Lee,3,1125350259
1552,Kevin Salazar,3,955088368
1552,Kim Sutton,4.5,1227969465
1552,Larry Boyd,4,976424301
1552,Lori Cooper,4,956684620
1552,Lori Hernandez,3.5,1314910292
1552,Marissa Choi,3,1094585392
1552,Melissa Carr,2,956081905
1552,Melissa Davis,2.5,1055173947
1552,Melissa Matthews,5,995422320
1552,Miguel Marshall,3.5,1138705055
1552,Mr. John Johns,2,973840256
1552,Mr. Steven Hernandez,3,868217926
1552,Peter Oconnor,5,933111570
1552,Rhonda Simon MD,3.5,1109816599
1552,Rita Owens,2,1296196496
1552,Robert Brooks,4,974838971
1552,Ronald Kirk,3,965091546
1552,Sandy Jones,4,973376107
1552,Seth Garrison,5,907380820
1552,Teresa Graham,0.5,1471385515
1552,Thomas Foster,2.5,1091048486
1552,Tiffany Alexander,4,1202235527
1552,Tiffany Phillips,5,1272671511
1552,William Weber,5,1024928582
7572,Christopher Thomas,3.5,1085876242
7572,Larry Boyd,4,1112045084
7572,Manuel Elliott,3,1165547729
58351,Angela Robertson,4,1259837601
58351,Karen Avila,4,1408799638
58351,Miguel Marshall,4.5,1217600199
80969,Darlene Garcia,3.5,1304786653
80969,John Swanson,3,1436921599
80969,Sarah Martinez,4,1416150601
107769,Gabriel Davila,2.5,1410972202
3480,Dr. Angela Johnson,4,1467007890
3480,Dr. Michael Wright,4,955313373
3480,Heather Mccoy,4,978407244
3480,Kevin Salazar,4,955093282
3480,Robert Brooks,4,974715666
3480,Thomas Foster,2,1090909139
3480,Thomas Swanson,4,1151120802
1895,Angela Garcia,2.5,1469330584
1895,Benjamin Ward,3,1114309099
1895,Brittney Stewart,3,992920982
1895,Crystal Lane,2,957894870
1895,Crystal Martinez,2,993088602
1895,Jessica Leblanc,5,1049683587
1895,Justin Ochoa,4.5,1170652934
1895,Robert Brooks,2,974833642
1895,Russell Price,2,974769902
1895,Ryan Keith,4.5,1241388065
1895,Sandy Jones,3,973374764
1895,Susan Campbell,3,980174106
1895,Terry Mullins,3,1008571437
1895,Thomas Foster,3.5,1090909367
852,Adam Williams,3,1371780154
852,Amber Pennington,4.5,1215832005
852,Angela Watson,3,853879064
852,Ashley Wilson,2,1005529265
852,Benjamin Ward,3.5,1113907486
852,Brittney Stewart,3,993346981
852,Bryce White,1,954685413
852,Carolyn Velasquez,3,864051357
852,Christopher Thomas,3,852792272
852,Clinton Spencer,2.5,1085581624
852,Cody Johnson,1,957480718
852,Cody Schmidt,1,858623283
852,Crystal Spencer,3,940013699
852,Daniel Mcbride,4,860573066
852,David Farmer,3.5,1118247719
852,Diana Weaver,4,881167220
852,Edwin Rodriguez,4,845745991
852,Eileen Newton,3,953362128
852,Heather Brooks,4,886372850
852,James Patterson,4,862902803
852,Jerry Vaughn,4,850890772
852,Jesse Bradley,2.5,1145392352
852,Jessica Meyer,4,903143645
852,Joel Hicks,3,1050499553
852,John Thomas,3,869101781
852,Joseph Barrera,3,853892993
852,Joseph Robinson,5,875357504
852,Katie Brown,3,856007279
852,Kelly Long,1.5,1072836013
852,Kimberly Smith,4,850023720
852,Larry Boyd,3,976422231
852,Laurie Williams,3,860559784
852,Lori Cooper,4,956686455
852,Maria Washington,3,854711916
852,Marissa Choi,3.5,1062014313
852,Matthew Levy,3,1140872153
852,Melissa Aguirre,5,866931789
852,Melissa Carr,3,939717652
852,Michael Watson,3.5,1070591382
852,Mr. John Johns,4,946523696
852,Nicholas Moore,4,991862069
852,Nicole Coffey,4,1370072131
852,Renee Davis,2,857380264
852,Samantha Phillips,2.5,1066860594
852,Sandy Jones,4,973374815
852,Sarah Jimenez,5,853954656
852,Steven Rich,3.5,1097429385
852,Susan Simmons,4,1359306676
852,Tamara Freeman,4,844688797
852,Thomas Foster,3.5,1090907306
852,Thomas Swanson,2,949367580
852,Travis Garcia,3,867072949
82093,Karen Avila,1.5,1328371086
4248,Cynthia Owens,1,1032859254
4248,Julie Nunez,4,1047072470
118890,Meredith Leonard,5,1470072711
1152,Darlene Garcia,3,1101005921
2641,Aaron Castro,4,945294764
2641,Aaron Jackson,2.5,1253930414
2641,Amy Fischer,3,1163219414
2641,Anthony Cook,3,945369971
2641,Antonio Hunter,2,965315212
2641,Blake Lowery,2.5,1447329643
2641,Christopher Thomas,5,960053548
2641,Crystal Spencer,2,940014751
2641,Derrick Collier,3,1340414434
2641,Donald Munoz,3,1343731384
2641,Eileen Newton,3,953189081
2641,George James,3,951009005
2641,Hannah Armstrong,2.5,1182555876
2641,James Ford,5,944978199
2641,James Smith,2,975418855
2641,Jennifer Berry,3,1167161359
2641,Jesse Bradley,4.5,1145392810
2641,Jessica Hall,3,1448175411
2641,Joel Hicks,4,1050439396
2641,Karen Avila,3,1019125353
2641,Kevin Salazar,5,955088342
2641,Kevin Sexton,3,1025556197
2641,Leslie Kennedy,2,1009555216
2641,Marissa Choi,3.5,1076969275
2641,Matthew Harris,2,1031528400
2641,Melissa Carr,3,939900444
2641,Michael Branch,4,942346590
2641,Michelle Harris,4,1389721528
2641,Michelle Nelson,2.5,1106948618
2641,Nicholas Moore,4,991857687
2641,Rhonda Simon MD,3.5,1093886996
2641,Robert Brooks,4,974716220
2641,Ronald Jimenez,5,1044651104
2641,Ronald Kirk,2,965088605
2641,Tanya Johnson,2,1309492346
2641,Teresa Graham,1.5,1471385727
2641,Thomas Foster,3.5,1091959444
2641,Vincent Glass,4,1012597737
88345,Donald Guerrero,4,1470888620
83086,Dr. Angela Johnson,1,1467004629
4823,Aaron Jackson,3,1227937025
4823,Adam Williams,3,1371780211
4823,Angela Garcia,2.5,1416119762
4823,Angela Robertson,3,1255844809
4823,Crystal Spencer,2,1037843209
4823,Darlene Garcia,2,1053173071
4823,Deborah Hardy,4,1101034312
4823,Diana Bentley,2.5,1462644087
4823,Jessica Leblanc,4,1049684120
4823,Joel Hicks,2,1051214739
4823,Julia Compton,4,1148669432
4823,Julie Nunez,4.5,1055278868
4823,Kenneth Daniels,3.5,1443394796
4823,Manuel Elliott,3.5,1140455534
4823,Pamela Yates,4,1052883635
4823,Steven Rich,3,1097431797
4823,Thomas Swanson,2.5,1053103964
4823,Tiffany Archer,4,1441199218
4823,Wayne Smith,4,1148214251
76272,Angela Robertson,3.5,1279948640
2815,Anthony Cook,3,945370035
2815,Kevin Salazar,4,955087810
2815,Melanie Mcfarland,2,1127824843
2815,Michael Williamson,1,978041370
2815,Mr. John Johns,3,946521380
2815,Ronald Kirk,2,965093344
3529,Aaron Castro,4,954818365
3529,Christopher Thomas,3,960054483
3529,Clinton Spencer,3,1085579419
3529,Cody Johnson,2,957534648
3529,Crystal Lane,4,957981575
3529,Derrick Collier,3.5,1340404350
3529,Dr. Michael Wright,5,955313446
3529,James Smith,3,977724314
3529,Robert Brooks,5,974844711
7888,Julie Nunez,3.5,1115309520
6985,Aaron Jackson,3.5,1253931122
6985,Alexis Lopez,5,1237064195
6985,Christopher Thomas,4,1303321211
6985,Julia Compton,4,1148669947
6985,Kenneth Snyder MD,5,1437005306
44193,Aaron Jackson,2.5,1227936555
44193,Diana Bentley,1.5,1462639302
44193,Gregory Beard,4.5,1329893735
62511,Angela Garcia,4.5,1367800217
62511,Darlene Garcia,2.5,1325351571
62511,John Marshall,4.5,1344188050
1479,Amber Pennington,2,1215832314
1479,Angela Garcia,1.5,1338699256
1479,Angela Robertson,2.5,1255609223
1479,Anthony Cook,3,945361935
1479,Christian Ramirez,4,1460810915
1479,Christopher Chandler,2,897771245
1479,Cody Johnson,1,957479703
1479,Colleen Ford,4,1225364084
1479,Crystal Spencer,2,943368907
1479,David Farmer,4,1118248260
1479,Diana Bentley,3,1462639892
1479,Eileen Newton,4,953102642
1479,George Smith,2,879502240
1479,Heather Scott,3,1153866039
1479,James Patterson,4,862903479
1479,Jessica Leblanc,4,1049683360
1479,Jessica Meyer,4,883674941
1479,Joel Hicks,2,1050499724
1479,Johnny Malone,3,875515030
1479,Karen Avila,3,1019125110
1479,Kristen Williams,4,905583247
1479,Laurie Williams,4,860560253
1479,Lori Cooper,5,956686146
1479,Marissa Choi,2.5,1062014836
1479,Miguel Marshall,3.5,1139403049
1479,Pamela Yates,3,1052835996
1479,Paul Mejia,2,1282471404
1479,Rita Owens,2.5,1296198464
1479,Robert Brooks,3,974839391
1479,Ronald Kirk,4,965091618
1479,Sandy Jones,4,973375491
1479,Seth Garrison,5,907380849
1479,Thomas Foster,1,1091959329
1479,Vincent Brown,4,1113185192
1479,Vincent Glass,2,1012594286
1012,Aaron Castro,3,945295955
1012,Aaron Jackson,2,1218402317
1012,Anthony Cook,4,945369201
1012,Brittney Stewart,3,992909039
1012,Christopher Thomas,3,959966468
1012,Craig Smith,4,841065032
1012,Crystal Lane,5,957894142
1012,Darlene Garcia,3.5,1199574887
1012,David Dominguez,4,938588329
1012,Jackie Bradford,4,868355466
1012,James Smith,3,977754812
1012,Joseph Barrera,4,853895854
1012,Larry Boyd,4,1002941030
1012,Marisa Wallace,5,841447686
1012,Marissa Choi,2,897414752
1012,Mathew Wilson,4,843275249
1012,Mr. John Johns,3,946522206
1012,Robert Brooks,5,974713310
1012,William Smith,3,853849003
63062,Alexis Lopez,3.5,1236985199
63062,Anita Matthews,4,1292392523
63062,Donald Munoz,4.5,1343746905
63062,Elizabeth Powell,4,1238361176
63062,Jose Miller,3.5,1309493083
63062,Robert Gallegos,2.5,1273164661
103659,Ricardo Flores,3.5,1420522024
5601,Marissa Choi,3,1115160538
83096,Rita Owens,3.5,1296197142
1564,Billy Johnson,5,972096905
1564,Christina Miles,4,1128634008
1989,Robert Brooks,2,974710127
6800,Heather Scott,3,1153762450
3054,Diana Bentley,2.5,1462644085
3054,John Herrera,1,959831064
3054,Julie Nunez,4.5,1055278724
3054,Justin Garcia,5,1018683107
3054,Louis Arnold,3,1019787143
3054,Nicholas Burke,1,1340721399
3054,Thomas Swanson,1,949367373
3955,Angela Robertson,3,1304411604
3955,Benjamin Ward,4,1114309240
3955,John Herrera,2,979540065
3955,Teresa Graham,2,1471386488
56921,Cynthia Garcia,4,1292402507
56921,Michelle Robinson,3.5,1232809970
56921,Thomas Swanson,4,1229224617
3923,Robert Brooks,4,974709519
137403,Rebecca Brown,3.5,1442082603
44511,Tiffany Phillips,4,1272669891
2550,Carrie Parker,4.5,1130106874
2550,Darlene Garcia,3,1131845704
2550,Robert Brooks,5,974708918
1444,Samuel Nguyen,4,1005939045
70183,Christian Carter,4,1254039954
70183,Diana Bentley,2.5,1462636691
70183,Gregory Beard,4,1344135177
70183,Nicholas Burke,4,1340914570
64695,Scott Jones,3,1361847748
109191,Karen Avila,1.5,1424020656
5834,Heather Miller,3,1039390453
986,Aaron Jackson,3,1218402149
986,Alicia Cortez,3,966009951
986,Anthony Cook,4,945369146
986,Diana Bentley,2,1462644085
986,Edwin Rodriguez,5,845746376
986,Heather Brooks,4,895845222
986,Jessica Meyer,5,895844564
986,Johnny Malone,4,895843258
986,Jonathan Cobb,4,948160543
986,Kimberly Smith,3,851304214
986,Larry Boyd,3,1002938285
986,Nicholas Rodriguez,2,946411524
986,Rhonda Simon MD,3.5,1093888257
986,Susan Campbell,4,980177494
95949,Diana Robles,3.5,1391349197
2776,Andrea Lee,3,941454850
80846,Angela Robertson,2.5,1457597487
80846,Donald Munoz,4,1344436046
1821,Anthony Cook,4,945362920
1821,Brittney Stewart,3,995232733
1821,Cody Johnson,2,957479653
1821,Crystal Martinez,3,993090153
1821,James Giles,4,1010620111
1821,Larry Boyd,2,976426442
1821,Melissa Carr,3,939719367
1821,Russell Price,3,974769561
1821,Troy Mitchell,4,959934906
7215,Christopher Thomas,3.5,1141748153
7215,Darlene Garcia,4.5,1076635361
7215,Derrick Collier,3.5,1340404802
7215,Larry Boyd,4.5,1133735192
7215,Mrs. Megan Davis,4,1109969093
7215,Sue Mason,4,1111968788
116207,Karen Avila,1.5,1461356501
68137,Erin Jensen,2,1307180237
52913,Darlene Garcia,4,1251302236
6862,Donald Munoz,3.5,1343835424
